Recipe Name,Ingredients' Name,Ingredient List,Product Contains,Product May Contain,Origin,Recipe Brand,Week Start Day
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Indian Masala Mild Seasoning,"Dehydrated Vegetables, Herbs And Spices, Salt, Sugar, Rice Flour, Spice Extract (Paprika), Anticaking Agent (341), Food Acid (330), Flavour, Yeast Extract",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Indian Masala Mild Seasoning,"Dehydrated Vegetables, Herbs And Spices, Salt, Sugar, Rice Flour, Spice Extract (Paprika), Anticaking Agent (341), Food Acid (330), Flavour, Yeast Extract",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,13/07/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Pouch Yoghurt,"Milk, Milk Solids, Cream (Milk), Probiotic Cultures (Milk): B.Lactis (Bb-12tm), Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Pouch Yoghurt,"Milk, Milk Solids, Cream (Milk), Probiotic Cultures (Milk): B.Lactis (Bb-12tm), Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,13/07/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Rump Steak Beef,Beef,,,100,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Rump Steak Beef,Beef,,,100,ms,13/07/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,13/07/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tomatoes Roma,Tomato,,,100,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tomatoes Roma,Tomato,,,100,ms,13/07/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tub Yoghurt,"Milk, Milk Solids, Cream (Milk), Live Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,08/06/2026
Beef Rump Tikka and Flatbreads with Masala Yoghurt and Salad,Tub Yoghurt,"Milk, Milk Solids, Cream (Milk), Live Yogurt Cultures (Milk): S.Thermophilus And L.Bulgaricus",Milk,,99,ms,13/07/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,01/06/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,08/06/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,15/06/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,22/06/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,29/06/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,06/07/2026
Beef Shepherd's Pie Bowl with Mashed Potato and Peas,Beef Shepherd's Pie Bowl - Ready To Heat,"Potato, Beef Mince, Peas, Carrot, Celery, Tomatoes, Onion, Butter (Milk), Cream (Milk), Tomato Paste, Olive Oil, Worcestershire Sauce (Fish), Garlic, Salt, Maltodextrin, Vegetable Protein Extract, Yeast Extract, Natural Flavour, Dehydrated Vegetable, Black Pepper, Sugar, Flavour, Herb, Garlic Powder, Nutmeg, Spice, Anticaking Agent (551), Thickener (1422)","Fish, Gluten, Milk, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Hazelnut, Lupin, Macadamia, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,13/07/2026
Beef Shepherd's Pie with Sweet Potato Mash,Beef Mince Premium,Beef,,,100,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Beef Mince Premium,Beef,,,100,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Carrots,Carrot,,,100,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Carrots,Carrot,,,100,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Garlic Cloves Skin On,Garlic,,,0,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Garlic Cloves Skin On,Garlic,,,0,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Italian Seasoning,"Salt, Herbs And Spices, Sugar, Dehydrated Vegetables, Yeast Extract, Food Acid (330)",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Italian Seasoning,"Salt, Herbs And Spices, Sugar, Dehydrated Vegetables, Yeast Extract, Food Acid (330)",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Massel Beef Style Stock Cube,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Yeast Extract, Natural Vegetable Flavours, Caramelized Sugar Syrup, Sunflower Oil, Extra Virgin Olive Oil, Dehydrated Celery",,Soy,78,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Massel Beef Style Stock Cube,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Yeast Extract, Natural Vegetable Flavours, Caramelized Sugar Syrup, Sunflower Oil, Extra Virgin Olive Oil, Dehydrated Celery",,Soy,78,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Onion Brown,Onion,,,100,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Onion Brown,Onion,,,100,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Rocket Leaves,Roquette Leaves,,,100,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Rocket Leaves,Roquette Leaves,,,100,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Sweet Potato,Sweet Potato,,,100,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Sweet Potato,Sweet Potato,,,100,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,29/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,01/06/2026
Beef Shepherd's Pie with Sweet Potato Mash,Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,29/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,01/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,08/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,15/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,22/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,29/06/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,06/07/2026
Beef Stroganoff with Fettuccine and Mushrooms,Beef Stroganoff With Fettucine - Ready To Heat,"Fettuccine (Wheat, Gluten), Beef Strips, Water, Mushroom, Coconut Cream, Balsamic Vinegar, Gherkins, Onion, Nutritional Yeast, Thickener (1422), Garlic, Olive Oil, Parsley, Beef Stock, Dijon Mustard, Black Pepper, Salt, Thyme","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,13/07/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Beef Stirfry Strips,Beef,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Birds Eye Chilli,Birds Eye Chilli,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Carrots,Carrot,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Coriander,Coriander,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Egg Noodles,"Wheat Flour, Tapioca Starch, Egg (3.5%), Iodised Salt, Turmeric Powder, Seaweed Extract ( Sodium Alginate (E401)), Natural Carotene (E160a)","Egg, Gluten, Wheat",,0,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Garlic Cloves Skin On,Garlic,,,0,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Ginger Piece,Ginger,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Green Zucchini,Zucchini,,,100,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Kecap Manis Sauce,"Coconut Sugar, Sugar, Soy Extract (12%) (Water, Soybean, Wheat), Water, Salt, Colour (150a), Stabiliser (415), Preservatives (211, 223) (Sulphites) Natural Flavouring, Acidity Regulator (330), Sweetener (Steviol Glycosides)","Gluten, Soy, Sulphites, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Walnut",0,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Lemons,Lemon,,,0,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Sesame Oil,Sesame Seed Oil,Sesame,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
Beef Sweet Soy Noodle Stir-Fry with Coriander and Lemon,Toasted Sesame Seed Mix,Sesame Seeds,Sesame,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,01/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,08/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,15/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,22/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,29/06/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,06/07/2026
Beef Udon Noodles with Spring Onion and Ginger,Beef Udon Noodles,"Udon Noodles (Wheat), Beef Strips, Capsicum, Carrot, Onion, White Cabbage, Corn, Soy Sauce, Oyster Sauce (Mollusc),  Sesame Oil, Sesame Black, Ginger, White Pepper, Mirin (Soy, Wheat), Cumin, Black Pepper, Spring Onion","Gluten, Mollusc, Sesame, Soy, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Peanut, Pecan, Pine Nut, Pistachio, Sulphites, Walnut",0,ms,13/07/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",6-Inch Flour Tortilla,"Wheat Flour (Contains Vitamins Folic Acid, Thiamin), Filtered Water, Vegetable Oil, Humectant (422), Emulsifier (471), Wheat Gluten, Raising Agents (450, 500), Iodised Sea Salt, Sugar, Acidity Regulator (297), Preservatives (281, 200), Vegetable Gums (415, 412), Enzyme (Wheat)","Gluten, Wheat",,87,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole","6"" Flour Tortilla","Wheat Flour [(59%), Thiamine, Folic Acid], Water, Vegetable Shortening [Antioxidant (307b)], Sugar, Baking Powder [Mineral Salts (450, 500, 341)], Acidity Regulator (297), Iodised Salt, Mineral Salt (500), Preservative (282), Yeast","Gluten, Wheat",Soy,90,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Aussie Barbecue Seasoning,"Herbs And Spices (Paprika, Pepper, Mustard, Coriander, Oregano, Celery), Dehydrated Vegetables (Garlic, Onion, Bell Pepper), Sugar, Salt, Citric Acid, Natural Flavour, Yeast Extract, Canola Oil",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Beef Mince Premium,Beef,,,100,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Black Beans Tetra,"Rehydrated Dried Black Beans (60%), Water, Sea Salt, Antioxidant (Ascorbic Acid)",,,0,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Chorizo,"Pork (86%), Water, Salt, Spices, Dextrose, Mineral Salt (451), Dehydrated Vegetables, Colour (160), Antioxidant (316), Sodium Nitrite (250)

Pork (56%), Beef (28%), Salt, Spices, Paprika Powder, Emulsifier (E450, E451, E452), Nitrite (250), Edible Casings",,Soy,90,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Coriander,Coriander,,,100,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Garlic Cloves Skin On,Garlic,,,0,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Guacamole Sachet,"Avocado Puree (72%) (Avocado 98%, Salt, Food Acid (270, 300)),  Capsicum (8.6%), Canola Oil, White Vinegar, Coriander, Jalapeno (1.4%), Lime Juice, Lemon Juice, Salt, Sugar, Potato Flakes, Antioxidant (300), Chives, Vegetable Gum (Xanthan Gum), Garlic, Onion, Spices, Natural Colour (141), Preservative (211)",,"Almond, Cashew, Egg, Macadamia, Milk, Sesame, Walnut",98,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Mozarella And Cheddar Mix Cheese,"Cheddar Cheese (Pasteurised Cow's Milk, Salt, Starter Culture, Non-Animal Rennet), Mozzarella Cheese (Pasteurised Cow's Milk, Salt, Starter Culture, Anticaking Agent (Tapioca), Preservative (202))",Milk,,100,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Red Capsicum,Red Capsicum,,,100,ms,15/06/2026
"Beef, Chorizo and Bean Enchiladas with Coriander Guacamole",Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,15/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,01/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,08/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,15/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,22/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,29/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,06/07/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stir-Fy Strips,Beef,,,100,ms,13/07/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,01/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,08/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,15/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,22/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,29/06/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,06/07/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Beef Stirfry Strips,Beef,,,100,ms,13/07/2026
"Beef, Noodle and Sweet Soy Stir-Fry with Green Beans and Carrot",Carrots,Carrot,,,100,ms,01/06/2026
